Scode,Coname,NewsDt,NewsID,Newsmedia,Buyernm,Sellernm,Subnm,Eqtrart,MAprice,Currut,Ifrumor,State,corporation_name
002159,三特索道,2015-06-29,Q1252643299,东方财富网,三特索道,蓝森环保等8家企业以及其他19名自然人,枫彩生态股权,100.00%,24.82,人民币,否,无,枫彩生态股权
002161,远望谷,2016-08-01,G459083183,中金在线,远望谷,境外某零售物联网行业内公司股东,境外某零售物联网行业内公司股权,10.00%,2.0,人民币,否,无,境外某零售物联网行业内公司股权
002168,深圳惠程,2016-11-01,C318623250,金融界,深圳惠程,无,北京信中利股权投资中心（有限合伙）100%股权、北京信中达创业投资有限公司100%股权,北京信中利投资中心（有限合伙）100%；北京信中达创业投资有限公司100%,8.0,人民币,否,无,北京信中利股权投资中心（有限合伙）100%股权、北京信中达创业投资有限公司100%股权
002169,智光电气,2015-05-11,N1196204068,网易,智光电气,金誉集团、卢洁雯、广州美宣、广州益迅,岭南电缆股权,100.00%,4.25,人民币,否,无,岭南电缆股权
002171,精诚铜业,2015-05-13,E1527127325,和讯网,精诚铜业,无,顶立科技100%股权,100.00%,5.2,人民币,否,无,顶立科技100%股权
002171,楚江新材,2018-08-05,P423452327,搜狐财经,楚江新材,缪云良、曹文玉等,江苏天鸟90%股权,90%,10.8,人民币,否,无,缪云良、曹文玉等
002172,澳洋科技,2015-02-16,N597547975,凤凰财经,澳洋科技,无,澳洋健投100%股权,100.00%,6.5,人民币,否,无,澳洋健投100%股权
002174,游族网络,2015-04-06,Q867083635,凤凰财经,游族网络,陈钢强等10名交易对方,广州掌淘网络科技有限公司100%股权,100.00%,5.38,人民币,否,无,陈钢强等10名交易对方
002175,东方网络,2016-11-04,L993542635,中金网,东方网络,无,嘉博文化、华桦文化、元纯传媒三家公司各100%股权,山东嘉博文化发展有限公司100%；上海华桦文化传媒有限公司100%；北京元纯传媒有限公司100%,35.36,人民币,否,无,嘉博文化、华桦文化、元纯传媒三家公司各100%股权
002176,江特电机,2015-04-13,M128039823,凤凰财经,江特电机,无,米格电机股权,100.00%,6.0,人民币,否,无,米格电机股权
002181,粤传媒,2010-08-16,M144260426,华讯网,粤传媒,广州传媒控股有限公司,广州日报报业经营有限公司、广州大洋传媒有限公司及广州日报新媒体有限公司100%股权,广州日报报业经营有限公司100%；广州大洋传媒有限公司100%；广州日报新媒体有限公司100%,42.0,人民币,否,无,广州传媒控股有限公司
002182,云海金属,2019-07-09,D196716137,和讯网,云海金属,重庆博奥镁铝金属制造有限公司及其全体股东,重庆博奥镁铝100%股权,100%,2.35,人民币,否,无,重庆博奥镁铝100%股权
002188,新嘉联,2015-05-22,C1147336702,和讯网,新嘉联,无,巴士在线股权,100.00%,16.85,人民币,否,无,巴士在线股权
002189,利达光电,2018-02-09,F1400244871,东方财富网,利达光电,兵器装备集团,河南中光学集团有限公司100%股权,100.00%,5.03,人民币,否,无,兵器装备集团
002191,劲嘉股份,2015-12-01,E2141585071,中国财经时报网,劲嘉股份,星港联合,宏劲印务33%股权,33.00%,1.75,人民币,否,无,星港联合
002193,山东如意,2015-03-13,D1129374178,腾讯网,山东如意,如意科技；如意投资,如意科技服装资产；泰安如意100%股权、温州庄吉51%股权,泰安如意100%；温州庄吉51%,6.61,人民币,否,无,如意科技；如意投资
002195,二三四五,2013-12-19,F1685230551,金融界,海隆软件,浙富控股、瑞科投资、瑞度投资3名法人以及庞升东、张淑霞、秦海丽、浙富控股实际控制人孙毅等15名自然人,上海二三四五网络科技股份有限公司100%权益,100.00%,26.5,人民币,否,无,上海二三四五网络科技股份有限公司100%权益
002195,海隆软件,2013-12-19,F1685230553,金融界,海隆软件,浙富控股、瑞科投资、瑞度投资3名法人以及庞升东、张淑霞、秦海丽、浙富控股实际控制人孙毅等15名自然人,上海二三四五网络科技股份有限公司100%权益,100.00%,26.5,人民币,否,无,上海二三四五网络科技股份有限公司100%权益
002196,方正电机,2014-05-08,N881703343,凤凰财经,方正电机,翁伟文、金英杰,高科润的股权,100.00%,2.0,人民币,否,无,高科润的股权
002201,九鼎新材,2010-12-08,H467031921,北方网,九鼎新材,无,常州天马集团有限公司100%股权、常州华碧宝特种新材料有限公司40%股权,常州天马集团有限公司100%；常州华碧宝特种新材料有限公司40%,3.6,人民币,否,无,常州天马集团有限公司100%股权、常州华碧宝特种新材料有限公司40%股权
002203,海亮股份,2015-11-16,N24009828,中金在线,海亮股份,无,金龙股份100%的股权,100.00%,32.54,人民币,否,无,金龙股份100%的股权
002204,华锐铸钢,2011-04-13,P2098768074,财经网,华锐铸钢,重工·起重集团,除华锐风电和大重公司股权之外的装备制造业经营性资产和负债,0,54.5,人民币,否,无,重工·起重集团
002204,大连重工,2011-04-14,C553685497,和讯网,华锐铸钢,重工·起重集团,除华锐风电和大重公司股权之外的装备制造业经营性资产和负债,0,54.5,人民币,否,无,重工·起重集团
002208,合肥城建,2011-05-05,P76083851,金融界,合肥城建,中国房地产开发合肥有限公司,中国房地产开发合肥置业有限公司股权,100.00%,4.3,人民币,否,无,中国房地产开发合肥有限公司
002209,达意隆,2016-05-23,H249409362,东方财富网,达意隆,刘春河等12名交易对方,赤子城移动100%股份,100.00%,25.0,人民币,否,无,赤子城移动100%股份
002211,宏达新材,2015-06-02,P1409353810,腾讯网,宏达新材,无,分众传媒100%股权,100.00%,457.0,人民币,否,无,分众传媒100%股权
002212,南洋股份,2016-08-02,Q839492127,21财经搜索,南洋股份,无,天融信股份股权,100.00%,57.0,人民币,否,无,天融信股份股权
002217,合力泰,2013-10-23,E2116340460,搜狐,联合化工,合力泰,合力泰100%股权,100.00%,28.0,人民币,否,无,合力泰
002224,三力士,2011-09-09,D305682484,和讯网,三力士,无,浙江路博橡胶科技有限公司,0,4.0,人民币,否,无,浙江路博橡胶科技有限公司
002225,濮耐股份,2013-03-27,R732380648,搜狐,濮耐股份,郑化轸、陈瑞珍、李丙灿等167人,郑州华威股份100%股权,100.00%,4.4,人民币,否,无,郑州华威股份100%股权
002226,江南化工,2017-01-24,M773328915,中国证券网,江南化工,盾安控股等,浙江盾安新能源股份有限公司100%股权,100.00%,39.8,人民币,否,无,盾安控股等
002230,科大讯飞,2016-05-17,P1659496584,网易,科大讯飞,无,北京乐知行软件有限公司100%股权,100.00%,4.9595,人民币,否,无,北京乐知行软件有限公司100%股权
002231,奥维通信,2015-05-13,D1140154290,东方财富网,奥维通信,程雪平、俞思敏、诸一楠,雪鲤鱼股权,100.00%,15.4,人民币,否,无,雪鲤鱼股权
002238,天威视讯,2014-04-07,K1965664092,凤凰财经,天威视讯,深圳广电集团、宝安区国资委、龙岗区国资委、坪山新区发财局,天隆公司、天宝公司全部股权,天隆公司100%；天宝公司100%,12.77,人民币,否,无,天隆公司、天宝公司全部股权
002239,奥特佳,2014-12-23,D571215171,东方财富网,金飞达,北京天佑、江苏金淦等,奥特佳100%股权,100.00%,26.5,人民币,否,无,奥特佳100%股权
002240,威华股份,2019-02-18,N1414522945,网易,威华股份,无,四川盛屯锂业有限公司100%股权,100%,9.23,人民币,否,无,四川盛屯锂业有限公司100%股权
002243,通产丽星,2018-12-12,R324483039,东方财富网,通产丽星,清研投控、嘉实元泰等9家企业,力合科创100%股权,100%,55.0,人民币,否,无,力合科创100%股权
002247,帝龙新材,2015-12-18,D1795864338,全景网,帝龙新材,余海峰、肇珊等,苏州美生元信息科技有限公司100%股权,100.00%,34.0,人民币,否,无,余海峰、肇珊等
002249,大洋电机,2013-10-14,R1574436555,搜狐,大洋电机,无,北京佩特来股权,72.77%,11.17,人民币,否,无,北京佩特来股权
002251,步步高,2014-05-11,F270731493,全景网,步步高、湘潭步步高,钟永利、吴丽君、钟永塔、南海成长、金山山、年利达,南城百货100%股权,100.00%,15.76,人民币,否,无,南城百货100%股权
002252,上海莱士,2014-09-24,L840485339,东方财富网,上海莱士,科瑞天诚、莱士中国等,同路生物制药有限公司89.77%股权,89.77%,47.58,人民币,否,无,科瑞天诚、莱士中国等
002255,海陆重工,2015-05-25,R1752542812,和讯网,海陆重工,无,格锐环境股权,100.00%,6.25,人民币,否,无,格锐环境股权
002259,升达林业,2015-11-05,K862002015,新财界,升达林业,陕西绿源自然气有限公司,陕西绿源自然气有限公司旗下部门资产,0,3.0,人民币,否,无,陕西绿源自然气有限公司
002263,大东南,2014-07-22,L311365335,东方财富网,大东南,姜仲杨、陆旻、韩军、上海完美、苏州龙跃,游唐网络100%股权,100.00%,5.65,人民币,否,无,游唐网络100%股权
002264,新华都,2008-07-04,K427349223,和讯网,新华都,无,金融信息服务商港澳资讯产业股份有限公司股权,50.00%,1.0,人民币,否,无,金融信息服务商港澳资讯产业股份有限公司股权
002265,西仪股份,2015-12-29,F292868378,中金在线,西仪股份,无,苏垦银河股权,100.00%,3.49,人民币,否,无,苏垦银河股权
002273,水晶光电,2013-11-24,R1539038885,网易,水晶光电,方远集团、潘茂植等,夜视丽100%股权,100.00%,2.5,人民币,否,无,夜视丽100%股权
002277,友阿股份,2014-10-28,M1333584814,东方财富网,友阿股份,湖南郴州汽车运输集团有限责任公司,郴州友谊阿波罗商业投资股份有限公司20%的股权,20.00%,1.6,人民币,否,无,湖南郴州汽车运输集团有限责任公司
002279,久其软件,2014-09-09,D1008876073,网易,久其软件,王新、李勇,亿起联科技100%的股权,100.00%,4.8,人民币,否,无,王新、李勇
002282,博深工具,2017-04-26,R1709944438,南方财富,博深工具,无,金牛研磨100%股权,100.00%,12.0,人民币,否,无,金牛研磨100%股权
002283,天润曲轴,2016-09-19,R1487235350,中国证券网,天润曲轴,重庆九鼎、JDT、MMP,东莞鸿图100%股权,100.00%,7.717,人民币,否,无,东莞鸿图100%股权
002288,超华科技,2016-05-27,K1267056000,搜狐,超华科技,无,贝尔信80%股权,80.00%,12.4,人民币,否,无,贝尔信80%股权
002289,宇顺电子,2013-08-30,R1130895233,东方财富网,宇顺电子,林萌、林车、松禾绩优等,深圳雅视科技股份有限公司100%股权,100.00%,14.5,人民币,否,无,林萌、林车、松禾绩优等
002290,禾盛新材,2014-04-18,D1317169247,凤凰财经,禾盛新材,无,厦门金英马影视文化有限公司股权,72.38%,7.67,人民币,否,无,厦门金英马影视文化有限公司股权
002291,星期六,2016-07-22,D636858959,搜狐财经,星期六,无,时尚锋迅（OnlyLady女人志）股权、北京时欣（闺蜜网）股权,时尚锋迅（OnlyLady女人志）80%；北京时欣（闺蜜网）70%,3.7,人民币,否,无,时尚锋迅（OnlyLady女人志）股权、北京时欣（闺蜜网）股权
002292,奥飞动漫,2015-08-13,M1645318376,东方财富网,奥飞动漫,无,四月星空股权,100.00%,9.04,人民币,否,无,四月星空股权
002294,信立泰,2014-11-07,C492239441,东方财富网,信立泰,上海艾力斯医药科技有限公司；江苏艾力斯；苏州金盟；苏州香塘、自然人王舸、彭红卫、赵斌、杨伟、张宝华、谈义良,深圳市信立泰资产管理有限公司50%股权；阿利沙坦酯原料药在全球范围内的所有权益；成都金凯80%股权；苏州金盟24.06%股权,深圳市信立泰资产管理有限公司50%；成都金凯80%；苏州金盟24.06%,7.22,人民币,否,无,上海艾力斯医药科技有限公司；江苏艾力斯；苏州金盟；苏州香塘、自然人王舸、彭红卫、赵斌、杨伟、张宝华、谈义良
002296,辉煌科技,2011-10-21,K31581907,网易,辉煌科技,无,北京国铁路阳技术有限公司50.87%股权,50.87%,1.45,人民币,否,无,北京国铁路阳技术有限公司50.87%股权
002297,博云新材,2016-06-20,H218746968,和讯网,博云新材,无,汽车零部件行业,0,9.0,人民币,否,无,汽车零部件行业
002298,鑫龙电器,2015-04-09,M1292586318,东方财富网,鑫龙电器,无,中电兴发100%股权,100.00%,17.25,人民币,否,无,中电兴发100%股权
002301,齐心集团,2015-11-05,E1217858428,和讯网,齐心集团,无,北京志诚泰和信息科技股份有限公司股权,100.00%,9.0,人民币,否,无,北京志诚泰和信息科技股份有限公司股权
002302,西部建设,2012-06-15,N588937429,凤凰财经,西部建设,中建股份等,中建商混100%的股权、五局混凝土公司100%股权、中建双元100%股权、天津新纪元100%股权、山东建泽55%股权,中建商混100%；五局混凝土公司100%；中建双元100%；天津新纪元100%；山东建泽55%,24.46,人民币,否,无,中建股份等
002306,*ST云网,2016-04-28,A764030876,网易,云网,无,四川鼎成100%股权,100.00%,18.0,人民币,否,无,四川鼎成100%股权
002307,北新路桥,2019-03-18,K602709240,搜狐财经,北新路桥,建工集团,重庆北新渝长高速公路建设有限公司100％股权,100%,10.0,人民币,否,无,建工集团
002308,威创股份,2015-02-05,G448582034,南方财富,威创股份,无,红缨教育100%股权,100.00%,5.2,人民币,否,无,红缨教育100%股权
002310,东方园林,2015-12-07,Q430451418,中国网,东方园林,中山环保、上海立源,无,中山环保100%；上海立源100%,12.75,人民币,否,无,中山环保、上海立源
002312,三泰电子,2015-02-12,E1234938253,凤凰财经,三泰电子,无,烟台伟岸100%股权,100.00%,7.5,人民币,否,无,烟台伟岸100%股权
002312,三泰控股,2019-04-03,K952221970,中证网,三泰控股,李家权、龙蟒集团,龙蟒大地农业有限公司100%股权,100%,36.75,人民币,否,无,李家权、龙蟒集团
002313,日海通讯,2016-01-11,F524039429,中国财经时报网,日海通讯,无,建通测绘100%股权,100.00%,6.0,人民币,否,无,建通测绘100%股权
002317,众生药业,2015-03-23,Q1818468910,凤凰财经,众生药业,先强药业,先强药业股权,97.69%,12.7,人民币,否,无,先强药业
002319,乐通股份,2018-09-09,F980618468,搜狐财经,乐通股份,无,武汉中科信维信息技术有限公司（以下简称“中科信维”）100%股权,100%,24.0,人民币,否,无,武汉中科信维信息技术有限公司（以下简称“中科信维”）100%股权
002320,海峡股份,2016-09-12,A469310800,中国证券网,海峡股份,港航控股,新海轮渡100%的股权,100.00%,10.16,人民币,否,无,港航控股
002322,理工监测,2016-01-28,M156250754,CCTV经济网,理工监测,无,江西博微新技术有限公司、北京尚洋东方环境科技股份有限公司,0,17.1,人民币,否,无,江西博微新技术有限公司、北京尚洋东方环境科技股份有限公司
002329,皇氏集团,2015-01-29,M1421932528,凤凰财经,皇氏集团,无,盛世骄阳股权,100.00%,7.8,人民币,否,无,盛世骄阳股权
002330,得利斯,2017-08-18,H1266038752,金融界,得利斯,Riverstone.farmpte.Ltd,瑞东农牧（山东）有限责任公司100%的股权,100.00%,4.0,人民币,否,无,瑞东农牧（山东）有限责任公司100%的股权
002340,格林美,2012-08-20,Q873824481,华讯网,格林美,通达进出口、上海帆达、汇智创投、创铭投资、美田房地产,江苏凯力克钴业股份有限公司51%股权,51.00%,2.7,人民币,否,无,江苏凯力克钴业股份有限公司51%股权
002343,禾欣股份,2015-10-26,N1940332243,新浪,禾欣股份,无,赞成科技100%股权,100.00%,11.0,人民币,否,无,赞成科技100%股权
002346,柘中建设,2014-02-24,D1414782912,东方财富网,柘中建设,上海柘中电气有限公司和上海柘中(集团)有限公司全体股东,柘中电气100%股权,100.00%,10.62,人民币,否,无,柘中电气100%股权
002346,柘中股份,2017-02-17,F1277335147,南方财富,柘中股份,延安英雄体育科技有限公司,互联网体育资产,100.00%,1.5,人民币,否,无,互联网体育资产
002347,泰尔重工,2016-07-04,P1185849907,中国证券网,泰尔重工,无,苏州龙雨电子设备有限公司股权,100.00%,4.6,人民币,否,无,苏州龙雨电子设备有限公司股权
002349,精华制药,2015-05-25,H220727226,东方财富网,精华制药,蔡炳洋、张建华和蔡鹏,东力企管100%股权,100.00%,6.916,人民币,否,无,东力企管100%股权
002354,科冕木业,2015-01-06,G816235859,华股财经,科冕木业,无,深圳为爱普股权,100.00%,6.0,人民币,否,无,深圳为爱普股权
002354,天神娱乐,2016-06-27,D722101179,中国兰州网,天神娱乐,无,幻想悦游股权、合润传媒股权,幻想悦游93.54%；合润传媒96.36%,44.12,人民币,否,无,幻想悦游股权、合润传媒股权
002356,浩宁达,2014-01-12,C321139197,网易,浩宁达,郝毅、天鸿伟业、广袤投资,每克拉美100%股权,100.00%,5.1,人民币,否,无,每克拉美100%股权
002357,富临运业,2015-05-11,K1754403266,和讯网,富临运业,安治富为公司,都江堰蜀电投资有限责任公司100%的股份,100.00%,18.0,人民币,否,无,安治富为公司
002358,森源电气,2013-12-11,F1839181908,金融界,森源电气,森源集团,郑州森源新能源科技有限公司91.6%股权,91.60%,2.19,人民币,否,无,森源集团
002359,齐星铁塔,2015-07-02,K251217344,和讯网,齐星铁塔,无,北讯电信股权,100.00%,35.5,人民币,否,无,北讯电信股权
002361,神剑股份,2015-05-11,D1050212389,金融界,神剑股份,徐昭等6名自然人和南海成长等4名机构投资者,嘉业航空股权,100.00%,4.25,人民币,否,无,嘉业航空股权
002368,太极股份,2013-03-20,G1418386121,凤凰财经,太极股份,无,北京慧点科技股份有限公司91％的股权,91.00%,4.9,人民币,否,无,北京慧点科技股份有限公司91％的股权
002369,卓翼科技,2018-11-09,H1865579316,中证网,卓翼科技,无,腾鑫精密100%股权,100%,6.3,人民币,否,无,腾鑫精密100%股权
002371,七星电子,2015-12-25,M1514546427,新浪,七星电子,北京电控、七星集团、圆合公司、微电子,北方微电子股权,100.00%,9.3,人民币,否,无,北方微电子股权
002379,鲁丰环保,2015-06-19,A1961877295,凤凰财经,远博实业,鲁丰环保,铝箔业务,0,10.67,人民币,否,无,铝箔业务
002382,蓝帆医疗,2019-02-26,L1479927450,大众网财经,蓝帆医疗,无,新加坡柏盛国际,0,60.0,人民币,否,无,新加坡柏盛国际
002383,合众思壮,2014-09-16,C244341126,东方财富网,合众思壮,无,长春天成和北京招通致晟各100%股权,长春天成100%；北京招通致晟100%,3.17,人民币,否,无,长春天成和北京招通致晟各100%股权
002384,东山精密,2017-09-05,L76926123,界面,东山精密,姜南求（Kang Nam Gu）、上海正海聚亿投资管理中心（有限合伙）等,艾福电子70%股权,70.00%,1.715,人民币,否,无,艾福电子70%股权
002388,新亚制程,2013-09-17,H1451674951,和讯网,新亚制程,李林波、冠誉投资、李林聪,平波电子股权,100.00%,1.7,人民币,否,无,平波电子股权
002390,信邦制药,2013-08-28,H1671427386,凤凰财经,信邦制药,张观福、丁远怀、安怀略、马懿德,贵州科开医药股份有限公司93.01%的股权,93.01%,13.11,人民币,否,无,张观福、丁远怀、安怀略、马懿德
002392,北京利尔,2012-12-12,D768678381,财经网,北京利尔,无,金宏矿业股权、辽宁中兴股权,0,6.69,人民币,否,无,金宏矿业股权、辽宁中兴股权
002396,星网锐捷,2015-02-09,P15142782,证券之星,星网锐捷,无,德明通讯65％股份,65.00%,3.26,人民币,否,无,德明通讯65％股份
002399,海普瑞,2013-12-26,K2133572777,凤凰财经,海普瑞,无,SPLAcquisitionCorp.股权,100.00%,20.75,人民币,否,无,SPLAcquisitionCorp.股权
002400,省广股份,2012-11-29,L1022326509,和讯网,省广股份,无,众传播55%的股权,55.00%,1.35,人民币,否,无,众传播55%的股权
002409,雅克科技,2017-10-18,Q1202057904,东方财富网,雅克科技,无,科美特90%股权、江苏先科84.83%股权,科美特90%；江苏先科84.83%,24.67,人民币,否,无,科美特90%股权、江苏先科84.83%股权
002413,常发股份,2014-10-31,P947231562,东方财富网,常发股份,无,理工雷科股权,100.00%,7.37,人民币,否,无,理工雷科股权
002415,海康威视,2018-01-01,C1631049848,每日经济新闻,海康威视,无,福建福光股份有限公司61.67%的股权,61.67%,16.03,人民币,否,无,福建福光股份有限公司61.67%的股权
002422,科伦药业,2012-02-13,N1029610438,医药网,科伦药业,无,崇州君健塑胶100%股权,100.00%,4.62,人民币,否,无,崇州君健塑胶100%股权
002425,凯撒股份,2014-06-19,P682862065,东方财富网,凯撒股份,黄种溪等,酷牛互动股权,100.00%,7.5,人民币,否,无,黄种溪等
002429,兆驰股份,2015-08-18,D323584228,搜狐,兆驰股份,风行在线,风行在线63%股权,63.00%,9.67,人民币,否,无,风行在线
002430,杭氧股份,2016-03-09,M1157747145,东方财富网,杭氧股份,杭州制氧机集团有限公司,集团资产,0,14.0,人民币,否,无,集团资产
002434,万里扬,2016-05-04,P1174570289,CCTV经济网,万里扬,奇瑞股份,奇瑞变速箱股权,100.00%,26.0,人民币,否,无,奇瑞股份
002437,誉衡药业,2013-03-17,P505023467,网易,誉衡药业,无,澳诺（中国）制药有限公司100%股权,100.00%,4.2,人民币,否,无,澳诺（中国）制药有限公司100%股权
002438,江苏神通,2015-09-07,L119936190,中金在线,江苏神通,无,无锡法兰100%股权,100.00%,3.3,人民币,否,无,无锡法兰100%股权
002439,启明星辰,2011-05-11,A1501993031,第一财经,启明星辰,齐舰、刘科,北京网御星云信息技术有限公司股权,100.00%,3.31,人民币,否,无,齐舰、刘科
002444,巨星科技,2011-07-29,K1615601603,金融界,巨星科技,巨星集团,浙江杭叉控股股份有限公司股权,20.00%,2.49,人民币,否,无,巨星集团
002445,中南重工,2014-03-18,Q308117724,第一财经,中南重工,佳禾金辉、杭州安泰、杭州文广、博大环球、中植资本、嘉诚资本及王辉等40名自然人,大唐辉煌传媒股份有限公司100%股权,100.00%,10.0,人民币,否,无,大唐辉煌传媒股份有限公司100%股权
002446,盛路通信,2015-04-20,E2078777032,东方财富网,盛路通信,杨振锋、孙小航等34名自然人,南京恒电股权,100.00%,7.5,人民币,否,无,南京恒电股权
002447,壹桥苗业,2012-11-26,E1647408997,网易,壹桥苗业,邹显瑞,位于瓦房店市谢屯镇沙山村的1856.55亩围堰海参养殖圈及相应的海域使用权,0,1.0,人民币,否,无,邹显瑞
002452,长高集团,2016-01-07,Q637007579,网易,长高集团,无,郑州金惠计算机系统工程有限公司100%股权、湖北省华网电力工程有限公司100%股权,郑州金惠计算机系统工程有限公司100%；湖北省华网电力工程有限公司100%,20.83,人民币,否,无,郑州金惠计算机系统工程有限公司100%股权、湖北省华网电力工程有限公司100%股权
002458,益生股份,2019-07-15,Q356258068,和讯网,益生股份,无,烟台益春100%股权、8个种鸡场、1个孵化场及相关资产,100%,2.7,人民币,否,无,烟台益春100%股权、8个种鸡场、1个孵化场及相关资产
002460,赣锋锂业,2014-06-08,L1436764953,东方财富网,赣锋锂业,李万春、胡叶梅,美拜电子100%股权,100.00%,4.05,人民币,否,无,李万春、胡叶梅
002464,金利科技,2015-06-24,G998388186,和讯网,金利科技,MikelAlig,MMOGA股权,100.00%,21.0,人民币,否,无,MMOGA股权
002465,海格通信,2016-09-19,D1621561034,金融界,海格通信,无,怡创科技股权、海通天线股权、嘉瑞科技股权、驰达飞机股权,怡创科技40%；海通天线10%；嘉瑞科技51%；驰达飞机53.125%,11.0444,人民币,否,无,怡创科技股权、海通天线股权、嘉瑞科技股权、驰达飞机股权
002466,天齐锂业,2012-12-25,M2000197061,21CN财经频道,天齐锂业,天齐集团,泰利森19.99%或65%的股权、天齐矿业100%股权,泰利森19.99%或65%；天齐矿业100%,38.0,人民币,否,无,天齐集团
002471,中超电缆,2014-12-15,Q290748827,凤凰财经,中超电缆,无,恒汇电缆51%股权、长峰电缆65%股权、虹峰电缆51%股权、上鸿润合金51%股权,恒汇电缆51%；长峰电缆65%；虹峰电缆51%；上鸿润合金51%,4.3795,人民币,否,无,恒汇电缆51%股权、长峰电缆65%股权、虹峰电缆51%股权、上鸿润合金51%股权
002478,常宝股份,2016-12-08,H1288931790,每经网,常宝股份,无,什邡二院100%股份、洋河人民医院90%股权和瑞高投资100%股权,什邡二院100%；洋河人民医院90%；瑞高投资100%,9.92,人民币,否,无,什邡二院100%股份、洋河人民医院90%股权和瑞高投资100%股权
002483,润邦股份,2019-11-25,K690090471,新浪,润邦股份,无,中油优艺73.36%股权的,73.36%,9.9,人民币,否,无,中油优艺73.36%股权的
002485,希努尔,2015-12-27,R206892552,东方财富网,希努尔,喀什星河、微创之星等20名交易对方,星河互联100%股权,100.00%,110.0,人民币,否,无,星河互联100%股权
002486,嘉麟杰,2019-08-05,E2000197300,新浪,嘉麟杰,无,北极光电100%股权,100%,2.6,人民币,否,无,北极光电100%股权
002491,通鼎互联,2015-04-27,H1278566494,东方财富网,通鼎互联,无,瑞翼信息股权、通鼎宽带股权,瑞翼信息41%；通鼎宽带95.86%,5.64,人民币,否,无,瑞翼信息股权、通鼎宽带股权
002497,雅化集团,2012-07-13,E765118875,和讯网,雅化集团,凯达化工股东,凯达化工88.0125%的股权,88.01%,4.75,人民币,否,无,凯达化工股东
002498,汉缆股份,2011-11-24,A1512696234,CCTV经济网,汉缆股份,八益电缆,常州八益电缆股份有限公司100%的股权,100.00%,2.4,人民币,否,无,八益电缆
002502,骅威股份,2014-07-26,C351762139,财信网,骅威股份,无,深圳市第一波网络科技有限公司股权,80.00%,8.064,人民币,否,无,深圳市第一波网络科技有限公司股权
002504,东光微电,2015-07-27,F32177296,中金在线,东光微电,无,盖德软件股权,51.00%,2.0,人民币,否,无,盖德软件股权
002505,大康牧业,2014-06-18,G434587774,东方财富网,大康牧业,上海鹏欣(集团)有限公司,新西兰北岛牧场、洛岑牧场,0,25.1,人民币,否,无,新西兰北岛牧场、洛岑牧场
002509,天广消防,2015-04-14,E207913205,东方财富网,天广消防,邱茂国,中茂园林100%股权、中茂生物100%股权,中茂园林100%；中茂生物100%,25.09,人民币,否,无,邱茂国
002510,天汽模,2016-12-16,N2108105016,金融界,天汽模,超达装备的全体股东,超达装备100%股权,100.00%,8.4,人民币,否,无,超达装备的全体股东
002512,达华智能,2013-03-08,Q1238190532,广州视窗,达华智能,陈融圣等,新东网100％股权,100.00%,4.33,人民币,否,无,陈融圣等
002513,蓝丰生化,2015-05-14,K1386099834,金融界,蓝丰生化,无,方舟制药股权,100.00%,11.8,人民币,否,无,方舟制药股权
002514,宝馨科技,2013-09-29,L576615838,东方财富网,宝馨科技,陈东、汪敏,南京友智科技有限公司100%股权,100.00%,4.5,人民币,否,无,陈东、汪敏
002515,金字火腿,2018-05-02,F1572884667,东方财富网,金字火腿,无,晨牌药业81.23%股份,81.23%,10.56,人民币,否,无,晨牌药业81.23%股份
002517,泰亚股份,2014-07-18,R1642661271,和讯网,泰亚股份,欢瑞世纪全体股东,欢瑞世纪100%股权,100.00%,27.38,人民币,否,无,欢瑞世纪全体股东
002517,恺英网络,2015-04-17,F990209476,东方财富网,泰亚股份,无,恺英网络100%股权,100.00%,63.0,人民币,否,无,恺英网络100%股权
002519,银河电子,2014-02-19,N892685160,东方财富网,银河电子,无,合肥同智机电控制技术股份有限公司100%的股权,100.00%,10.0,人民币,否,无,合肥同智机电控制技术股份有限公司100%的股权
002520,日发精机,2018-05-14,D1372805912,东方财富网,日发精机,无,捷航投资100%股权,100.00%,12.5,人民币,否,无,捷航投资100%股权
002523,天桥起重,2014-09-25,D1955359870,新浪,天桥起重,无,华新机电100%股权,100.00%,5.72,人民币,否,无,华新机电100%股权
002524,光正集团,2019-07-31,H1599984728,和讯网,光正集团,无,视界眼科49%股权,49%,7.4,人民币,否,无,视界眼科49%股权
002527,新时达,2014-01-27,F2023761646,东方财富网,新时达,无,众为兴100%的股份,100.00%,6.0,人民币,否,无,众为兴100%的股份
002528,英飞拓,2011-12-13,Q1501863165,第一财经,英飞拓,无,MarchNetworksCorporation股权,100.00%,5.54,人民币,否,无,MarchNetworksCorporation股权
002530,丰东股份,2016-01-11,A877959264,东方财富网,丰东股份,无,方欣科技股权,100.00%,18.0,人民币,否,无,方欣科技股权
002532,新界泵业,2019-04-17,D1106889128,东方财富网,新界泵业,无,天山铝业100%股权,100%,170.0,人民币,否,无,天山铝业100%股权
002548,金新农,2018-12-10,C1515353302,和讯网,湾区联控或其指定方,舟山大成欣农股权投资合伙企业（有限合伙）,新金农24.70%股权,24.7%,10.69,人民币,否,无,新金农24.70%股权
002549,凯美特气,2015-07-08,C731550415,凤凰财经,凯美特气,无,习习网络股权、松特高新股权,习习网络100%；松特高新100%,5.5,人民币,否,无,习习网络股权、松特高新股权
